,2nd Iteration Candidates,TweetSentence,ambigious_candidates,ambigious_not_in_annot,annotation,candidates_with_label,completeness,current_minus_entry,entry_batch,entry_vs_tweet_seen_ratio,fn,hashtags,index,inverted_loss,number_of_seen_tweets,only_good_candidates,phase1Candidates,ratio_entry_vs_current,sentID,total_mention,tp,tweetID,user
5,"['james comey', 'carter page fisa']",James Comey should resign at @FBI unless he was lied to about Carter Page FISA warrant.,['carter page fisa'],1.0,"['james comey', 'carter page', 'fisa']","[('james comey', 'g'), ('carter page fisa', 'a')]",False,2.0,9,0.0391304347826087,2.0,nypost,,0.3333333333333333,230.0,['james comey'],James Comey::*0*1*||Carter Page FISA::*12*13*14*||,0.8181818181818182,0,3.0,1.0,452,SteveWCarlson
6,"['msm', 'carter page', 'moscow', 'gop']",Where was the MSM when Carter Page was jetting off to Moscow for marching orders a week before the GOP convention?,['msm'],0.0,"['msm', 'carter page', 'moscow', 'gop']","[('msm', 'a'), ('carter page', 'g'), ('moscow', 'g'), ('gop', 'g')]",False,2.0,9,0.0391304347826087,1.0,nan,,3.0,230.0,"['carter page', 'moscow', 'gop']",MSM::*3*||Carter Page::*5*6*||Moscow::*11*||GOP::*19*||,0.8181818181818182,0,4.0,3.0,457,Picassokat
7,"['obama', 'trump']",Obama was surveilling Trump advisors!,['obama'],0.0,"['obama', 'trump']","[('obama', 'a'), ('trump', 'g')]",False,1.0,10,0.06802721088435375,1.0,nan,,1.0,147.0,['trump'],Trump::*3*||,0.9090909090909091,1,2.0,1.0,512,DoghouseDano
20,['msm'],"Corrupt pigs benefiting from 2-party MSM fawns selling BS to people who trust them, negotiating.",['msm'],0.0,['msm'],"[('msm', 'a')]",False,0.0,11,0.14473684210526316,1.0,nan,,0.0,76.0,[],2-party MSM::*4*5*||,1.0,1,1.0,0.0,556,phpress
44,['god'],Oh my fucking god!,['god'],1.0,[],"[('god', 'a')]",False,0.0,11,0.14473684210526316,0.0,nan,,0.0,76.0,[],,1.0,1,0.0,0.0,571,Fuck_You_Twitr_
0,"['report', 'fisa court', 'fbi', 'look', 'comey', 'obama']","Report: FISA court approved FBI's @Twitter, Look ≡ƒæÇ at Comey, Obama.","['look', 'obama']",1.0,"['fisa', 'comey', 'obama']","[('report', 'b'), ('fisa court', 'b'), ('fbi', 'g'), ('look', 'a'), ('comey', 'g'), ('obama', 'a')]",False,5.0,7,0.014613778705636743,2.0,nan,,0.3333333333333333,479.0,"['fbi', 'comey']",FISA::*1*||FBI's::*4*||Look::*6*||Comey::*9*||Obama::*10*||,0.5833333333333334,0,3.0,1.0,357,MorvantCheryl
1,['msm'],WAKE UP MSM.,['msm'],0.0,['msm'],"[('msm', 'a')]",False,5.0,7,0.014613778705636743,1.0,nan,,0.0,479.0,[],nan,0.5833333333333334,4,1.0,0.0,377,bonecho5
2,['carter page fisa'],This week: Carter Page FISA warrant,['carter page fisa'],1.0,"['carter page', 'fisa']","[('carter page fisa', 'a')]",False,4.0,8,0.0199501246882793,2.0,nan,,0.0,401.0,[],Carter Page FISA::*2*3*4*||,0.6666666666666666,3,2.0,0.0,449,sicsemp4ever
3,"['james comey', 'carter page fisa']",James Comey should resign at @FBI unless he was lied to about Carter Page FISA warrant.,['carter page fisa'],1.0,"['james comey', 'carter page', 'fisa']","[('james comey', 'g'), ('carter page fisa', 'a')]",False,3.0,9,0.02857142857142857,2.0,nypost,,0.3333333333333333,315.0,['james comey'],James Comey::*0*1*||Carter Page FISA::*12*13*14*||,0.75,0,3.0,1.0,452,SteveWCarlson
4,"['msm', 'carter page', 'moscow', 'gop']",Where was the MSM when Carter Page was jetting off to Moscow for marching orders a week before the GOP convention?,['msm'],0.0,"['msm', 'carter page', 'moscow', 'gop']","[('msm', 'a'), ('carter page', 'g'), ('moscow', 'g'), ('gop', 'g')]",False,3.0,9,0.02857142857142857,1.0,nan,,3.0,315.0,"['carter page', 'moscow', 'gop']",MSM::*3*||Carter Page::*5*6*||Moscow::*11*||GOP::*19*||,0.75,0,4.0,3.0,457,Picassokat
5,"['obama', 'trump']",Obama was surveilling Trump advisors!,['obama'],0.0,"['obama', 'trump']","[('obama', 'a'), ('trump', 'g')]",False,2.0,10,0.04310344827586207,1.0,nan,,1.0,232.0,['trump'],Trump::*3*||,0.8333333333333334,1,2.0,1.0,512,DoghouseDano
6,"['party', 'msm']","Corrupt pigs benefiting from 2-party MSM fawns selling BS to people who trust them, negotiating.","['party', 'msm']",1.0,['msm'],"[('party', 'a'), ('msm', 'a')]",False,1.0,11,0.06832298136645963,1.0,nan,,0.0,161.0,[],2-party MSM::*4*5*||,0.9166666666666666,1,1.0,0.0,556,phpress
11,['party'],Party over country @RepKinzinger.,['party'],1.0,[],"[('party', 'a')]",False,0.0,12,0.1411764705882353,0.0,nan,,0.0,85.0,[],,1.0,1,0.0,0.0,601,LelandYachtClub
13,"['obama', 'american']",OBAMA HAS FAILED THE AMERICAN PEOPLE!,['obama'],0.0,"['obama', 'american people']","[('obama', 'a'), ('american', 'g')]",False,0.0,12,0.1411764705882353,2.0,nan,,0.0,85.0,['american'],nan,1.0,0,2.0,0.0,602,IrresistibleDJT
56,['party'],Today you put Party before constituents &amp; we do not forget.,['party'],1.0,[],"[('party', 'a')]",False,0.0,12,0.1411764705882353,0.0,AHCA,,0.0,85.0,[],Party::*3*||,1.0,2,0.0,0.0,624,TraciLN1164
68,['party'],Party affiliations can't come before human lives.,['party'],1.0,[],"[('party', 'a')]",False,0.0,12,0.1411764705882353,0.0,nan,,0.0,85.0,[],,1.0,2,0.0,0.0,632,PWJonesSr
0,"['report', 'fisa court', 'fbi', 'look', 'comey', 'obama']","Report: FISA court approved FBI's @Twitter, Look ≡ƒæÇ at Comey, Obama.","['look', 'obama']",1.0,"['fisa', 'comey', 'obama']","[('report', 'b'), ('fisa court', 'b'), ('fbi', 'g'), ('look', 'a'), ('comey', 'g'), ('obama', 'a')]",False,6.0,7,0.01232394366197183,2.0,nan,,0.3333333333333333,568.0,"['fbi', 'comey']",FISA::*1*||FBI's::*4*||Look::*6*||Comey::*9*||Obama::*10*||,0.5384615384615384,0,3.0,1.0,357,MorvantCheryl
1,['msm'],WAKE UP MSM.,['msm'],0.0,['msm'],"[('msm', 'a')]",False,6.0,7,0.01232394366197183,1.0,nan,,0.0,568.0,[],nan,0.5384615384615384,4,1.0,0.0,377,bonecho5
2,['carter page fisa'],This week: Carter Page FISA warrant,['carter page fisa'],1.0,"['carter page', 'fisa']","[('carter page fisa', 'a')]",False,5.0,8,0.0163265306122449,2.0,nan,,0.0,490.0,[],Carter Page FISA::*2*3*4*||,0.6153846153846154,3,2.0,0.0,449,sicsemp4ever
3,"['james comey', 'carter page fisa']",James Comey should resign at @FBI unless he was lied to about Carter Page FISA warrant.,['carter page fisa'],1.0,"['james comey', 'carter page', 'fisa']","[('james comey', 'g'), ('carter page fisa', 'a')]",False,4.0,9,0.022277227722772276,2.0,nypost,,0.3333333333333333,404.0,['james comey'],James Comey::*0*1*||Carter Page FISA::*12*13*14*||,0.6923076923076923,0,3.0,1.0,452,SteveWCarlson
4,"['msm', 'carter page', 'moscow', 'gop']",Where was the MSM when Carter Page was jetting off to Moscow for marching orders a week before the GOP convention?,['msm'],0.0,"['msm', 'carter page', 'moscow', 'gop']","[('msm', 'a'), ('carter page', 'g'), ('moscow', 'g'), ('gop', 'g')]",False,4.0,9,0.022277227722772276,1.0,nan,,3.0,404.0,"['carter page', 'moscow', 'gop']",MSM::*3*||Carter Page::*5*6*||Moscow::*11*||GOP::*19*||,0.6923076923076923,0,4.0,3.0,457,Picassokat
5,"['obama', 'trump']",Obama was surveilling Trump advisors!,['obama'],0.0,"['obama', 'trump']","[('obama', 'a'), ('trump', 'g')]",False,3.0,10,0.03115264797507788,1.0,nan,,1.0,321.0,['trump'],Trump::*3*||,0.7692307692307693,1,2.0,1.0,512,DoghouseDano
6,"['party', 'msm']","Corrupt pigs benefiting from 2-party MSM fawns selling BS to people who trust them, negotiating.","['party', 'msm']",1.0,['msm'],"[('party', 'a'), ('msm', 'a')]",False,2.0,11,0.044,1.0,nan,,0.0,250.0,[],2-party MSM::*4*5*||,0.8461538461538461,1,1.0,0.0,556,phpress
7,['party'],Party over country @RepKinzinger.,['party'],1.0,[],"[('party', 'a')]",False,1.0,12,0.06896551724137931,0.0,nan,,0.0,174.0,[],,0.9230769230769231,1,0.0,0.0,601,LelandYachtClub
8,"['obama', 'american']",OBAMA HAS FAILED THE AMERICAN PEOPLE!,['obama'],0.0,"['obama', 'american people']","[('obama', 'a'), ('american', 'g')]",False,1.0,12,0.06896551724137931,2.0,nan,,0.0,174.0,['american'],nan,0.9230769230769231,0,2.0,0.0,602,IrresistibleDJT
9,['party'],Today you put Party before constituents &amp; we do not forget.,['party'],1.0,[],"[('party', 'a')]",False,1.0,12,0.06896551724137931,0.0,AHCA,,0.0,174.0,[],Party::*3*||,0.9230769230769231,2,0.0,0.0,624,TraciLN1164
10,['party'],Party affiliations can't come before human lives.,['party'],1.0,[],"[('party', 'a')]",False,1.0,12,0.06896551724137931,0.0,nan,,0.0,174.0,[],,0.9230769230769231,2,0.0,0.0,632,PWJonesSr
27,"['house', 'repeal', 'replace']",Now the House can say they delivered on Repeal &amp; Replace .,['repeal'],1.0,['house'],"[('house', 'g'), ('repeal', 'a'), ('replace', 'na')]",False,0.0,13,0.14606741573033707,0.0,Obamacare,,1.0,89.0,['house'],House::*2*||Repeal::*8*||Replace::*10*||,1.0,0,1.0,1.0,661,golfnut6968
34,"['repeal', 'real']",Repeal getting real,['repeal'],1.0,[],"[('repeal', 'a'), ('real', 'b')]",False,0.0,13,0.14606741573033707,0.0,"AHCA, Obamacare, Trumpcare, ACA, TRUMP",,0.0,89.0,[],,1.0,1,0.0,0.0,663,socialchanger
67,['look'],cc @MarkAmodeiNV2 take a good look.,['look'],1.0,[],"[('look', 'a')]",False,0.0,13,0.14606741573033707,0.0,VoteAmodeiOut,,0.0,89.0,[],,1.0,0,0.0,0.0,684,LVAnnie
72,"['aca', 'repeal']","Comments from @repdonyoung on his support for ACA repeal/, via @lruskin",['repeal'],1.0,['aca'],"[('aca', 'g'), ('repeal', 'a')]",False,0.0,13,0.14606741573033707,0.0,AHCA,,1.0,89.0,['aca'],ACA::*7*||,1.0,0,1.0,1.0,687,ZachHughesAK
81,"['republican', 'party', 'donald']",The Republican party is the most superficial men and woman in this country they  don't stand for anything but them self just like Donald,['party'],1.0,"['republican party', 'donald']","[('republican', 'na'), ('party', 'a'), ('donald', 'g')]",False,0.0,13,0.14606741573033707,1.0,nan,,0.5,89.0,['donald'],Republican::*1*||Donald::*23*||,1.0,0,2.0,1.0,691,CandykaneKitten
0,"['report', 'fisa court', 'fbi', 'look', 'comey', 'obama']","Report: FISA court approved FBI's @Twitter, Look ≡ƒæÇ at Comey, Obama.","['look', 'obama']",1.0,"['fisa', 'comey', 'obama']","[('report', 'b'), ('fisa court', 'b'), ('fbi', 'g'), ('look', 'a'), ('comey', 'g'), ('obama', 'a')]",False,7.0,7,0.01046337817638266,2.0,nan,,0.3333333333333333,669.0,"['fbi', 'comey']",FISA::*1*||FBI's::*4*||Look::*6*||Comey::*9*||Obama::*10*||,0.5,0,3.0,1.0,357,MorvantCheryl
1,['msm'],WAKE UP MSM.,['msm'],0.0,['msm'],"[('msm', 'a')]",False,7.0,7,0.01046337817638266,1.0,nan,,0.0,669.0,[],nan,0.5,4,1.0,0.0,377,bonecho5
2,['carter page fisa'],This week: Carter Page FISA warrant,['carter page fisa'],1.0,"['carter page', 'fisa']","[('carter page fisa', 'a')]",False,6.0,8,0.01353637901861252,2.0,nan,,0.0,591.0,[],Carter Page FISA::*2*3*4*||,0.5714285714285714,3,2.0,0.0,449,sicsemp4ever
3,"['james comey', 'carter page fisa']",James Comey should resign at @FBI unless he was lied to about Carter Page FISA warrant.,['carter page fisa'],1.0,"['james comey', 'carter page', 'fisa']","[('james comey', 'g'), ('carter page fisa', 'a')]",False,5.0,9,0.01782178217821782,2.0,nypost,,0.3333333333333333,505.0,['james comey'],James Comey::*0*1*||Carter Page FISA::*12*13*14*||,0.6428571428571429,0,3.0,1.0,452,SteveWCarlson
4,"['msm', 'carter page', 'moscow', 'gop']",Where was the MSM when Carter Page was jetting off to Moscow for marching orders a week before the GOP convention?,['msm'],0.0,"['msm', 'carter page', 'moscow', 'gop']","[('msm', 'a'), ('carter page', 'g'), ('moscow', 'g'), ('gop', 'g')]",False,5.0,9,0.01782178217821782,1.0,nan,,3.0,505.0,"['carter page', 'moscow', 'gop']",MSM::*3*||Carter Page::*5*6*||Moscow::*11*||GOP::*19*||,0.6428571428571429,0,4.0,3.0,457,Picassokat
5,"['obama', 'trump']",Obama was surveilling Trump advisors!,['obama'],0.0,"['obama', 'trump']","[('obama', 'a'), ('trump', 'g')]",False,4.0,10,0.023696682464454975,1.0,nan,,1.0,422.0,['trump'],Trump::*3*||,0.7142857142857143,1,2.0,1.0,512,DoghouseDano
6,"['party', 'msm']","Corrupt pigs benefiting from 2-party MSM fawns selling BS to people who trust them, negotiating.",['msm'],0.0,['msm'],"[('party', 'b'), ('msm', 'a')]",False,3.0,11,0.03133903133903134,1.0,nan,,0.0,351.0,[],2-party MSM::*4*5*||,0.7857142857142857,1,1.0,0.0,556,phpress
8,"['obama', 'american']",OBAMA HAS FAILED THE AMERICAN PEOPLE!,['obama'],0.0,"['obama', 'american people']","[('obama', 'a'), ('american', 'g')]",False,2.0,12,0.04363636363636364,2.0,nan,,0.0,275.0,['american'],nan,0.8571428571428571,0,2.0,0.0,602,IrresistibleDJT
13,['look'],cc @MarkAmodeiNV2 take a good look.,['look'],1.0,[],"[('look', 'a')]",False,1.0,13,0.06842105263157895,0.0,VoteAmodeiOut,,0.0,190.0,[],,0.9285714285714286,0,0.0,0.0,684,LVAnnie
0,"['report', 'fisa court', 'fbi', 'look', 'comey', 'obama']","Report: FISA court approved FBI's @Twitter, Look ≡ƒæÇ at Comey, Obama.","['look', 'obama']",1.0,"['fisa', 'comey', 'obama']","[('report', 'b'), ('fisa court', 'b'), ('fbi', 'g'), ('look', 'a'), ('comey', 'g'), ('obama', 'a')]",False,8.0,7,0.009198423127463863,2.0,nan,,0.3333333333333333,761.0,"['fbi', 'comey']",FISA::*1*||FBI's::*4*||Look::*6*||Comey::*9*||Obama::*10*||,0.4666666666666667,0,3.0,1.0,357,MorvantCheryl
1,['msm'],WAKE UP MSM.,['msm'],0.0,['msm'],"[('msm', 'a')]",False,8.0,7,0.009198423127463863,1.0,nan,,0.0,761.0,[],nan,0.4666666666666667,4,1.0,0.0,377,bonecho5
2,['carter page fisa'],This week: Carter Page FISA warrant,['carter page fisa'],1.0,"['carter page', 'fisa']","[('carter page fisa', 'a')]",False,7.0,8,0.01171303074670571,2.0,nan,,0.0,683.0,[],Carter Page FISA::*2*3*4*||,0.5333333333333333,3,2.0,0.0,449,sicsemp4ever
3,"['james comey', 'carter page fisa']",James Comey should resign at @FBI unless he was lied to about Carter Page FISA warrant.,['carter page fisa'],1.0,"['james comey', 'carter page', 'fisa']","[('james comey', 'g'), ('carter page fisa', 'a')]",False,6.0,9,0.01507537688442211,2.0,nypost,,0.3333333333333333,597.0,['james comey'],James Comey::*0*1*||Carter Page FISA::*12*13*14*||,0.6,0,3.0,1.0,452,SteveWCarlson
4,"['msm', 'carter page', 'moscow', 'gop']",Where was the MSM when Carter Page was jetting off to Moscow for marching orders a week before the GOP convention?,['msm'],0.0,"['msm', 'carter page', 'moscow', 'gop']","[('msm', 'a'), ('carter page', 'g'), ('moscow', 'g'), ('gop', 'g')]",False,6.0,9,0.01507537688442211,1.0,nan,,3.0,597.0,"['carter page', 'moscow', 'gop']",MSM::*3*||Carter Page::*5*6*||Moscow::*11*||GOP::*19*||,0.6,0,4.0,3.0,457,Picassokat
5,"['obama', 'trump']",Obama was surveilling Trump advisors!,['obama'],0.0,"['obama', 'trump']","[('obama', 'a'), ('trump', 'g')]",False,5.0,10,0.019455252918287938,1.0,nan,,1.0,514.0,['trump'],Trump::*3*||,0.6666666666666666,1,2.0,1.0,512,DoghouseDano
6,"['party', 'msm', 'people']","Corrupt pigs benefiting from 2-party MSM fawns selling BS to people who trust them, negotiating.",['msm'],0.0,['msm'],"[('party', 'b'), ('msm', 'a'), ('people', 'b')]",False,4.0,11,0.024830699774266364,1.0,nan,,0.0,443.0,[],2-party MSM::*4*5*||,0.7333333333333333,1,1.0,0.0,556,phpress
7,"['obama', 'american', 'people']",OBAMA HAS FAILED THE AMERICAN PEOPLE!,['obama'],0.0,"['obama', 'american people']","[('obama', 'a'), ('american', 'g'), ('people', 'b')]",False,3.0,12,0.0326975476839237,2.0,nan,,0.0,367.0,['american'],nan,0.8,0,2.0,0.0,602,IrresistibleDJT
8,['look'],cc @MarkAmodeiNV2 take a good look.,['look'],1.0,[],"[('look', 'a')]",False,2.0,13,0.04609929078014184,0.0,VoteAmodeiOut,,0.0,282.0,[],,0.8666666666666667,0,0.0,0.0,684,LVAnnie
17,"['answer', 'god']","We will ALL HAVE TO ANSWER TO GOD, EVEN YOU @realDonaldTrump",['answer'],1.0,[],"[('answer', 'a'), ('god', 'b')]",False,0.0,15,0.16304347826086957,0.0,"ahca, gopkillspeople, thegop",,0.0,92.0,[],ANSWER::*5*||GOD::*7*||,1.0,0,0.0,0.0,755,blissful1985
21,"['rep', 'voted']","If your Rep voted for , call them on it.",['rep'],1.0,[],"[('rep', 'a'), ('voted', 'b')]",False,0.0,15,0.16304347826086957,0.0,AHCA,,0.0,92.0,[],Rep::*2*||,1.0,1,0.0,0.0,756,michael_w_busch
22,"['rep', 'voted']","If your Rep voted against it, thank them.",['rep'],1.0,[],"[('rep', 'a'), ('voted', 'b')]",False,0.0,15,0.16304347826086957,0.0,AHCA,,0.0,92.0,[],Rep::*2*||,1.0,2,0.0,0.0,756,michael_w_busch
37,['answer'],Answer is obvious.,['answer'],1.0,[],"[('answer', 'a')]",False,0.0,15,0.16304347826086957,0.0,nan,,0.0,92.0,[],,1.0,1,0.0,0.0,762,TheKrothRoads
52,"['look', 'voted']",Look at the shit-eating grin on this disgusting worm who voted today to destroy the lives of hundreds of thousands of his constituents.,['look'],1.0,[],"[('look', 'a'), ('voted', 'b')]",False,0.0,15,0.16304347826086957,0.0,nan,,0.0,92.0,[],,1.0,0,0.0,0.0,771,up_in_the_Jer
56,"['american', 'people', 'getting', 'obama']",how much of this has to do with the American people and their lives vs. Getting revenge on Obama,['obama'],0.0,"['american', 'obama']","[('american', 'g'), ('people', 'b'), ('getting', 'na'), ('obama', 'a')]",False,0.0,15,0.16304347826086957,1.0,"AHCA, shameonyou, preexistingconditions",,1.0,92.0,['american'],American::*9*||Getting::*15*||Obama::*18*||,1.0,0,2.0,1.0,775,mummadi123
63,"['rep', 'arizona', 'vote']",Only (R) rep in Arizona to vote no.,['rep'],1.0,['arizona'],"[('rep', 'a'), ('arizona', 'na'), ('vote', 'b')]",False,0.0,15,0.16304347826086957,1.0,nan,,0.0,92.0,[],Arizona::*4*||,1.0,0,1.0,0.0,780,AmberKinion
73,['answer'],Answer here:  @FrankieDarcell @LesterHoltNBC @NBCNightlyNews,['answer'],1.0,[],"[('answer', 'a')]",False,0.0,15,0.16304347826086957,0.0,obamacare,,0.0,92.0,[],,1.0,1,0.0,0.0,784,wdasfm
77,['rep'],"donate here to support @mikelevinca fight for the 307k californians rep. issa betrayed today.


 ",['rep'],1.0,['nan'],"[('rep', 'a')]",False,0.0,15,0.16304347826086957,1.0,"saveaca, ahca",,0.0,92.0,[],nan,1.0,0,1.0,0.0,788,iamtimothydavis
0,"['report', 'fisa court', 'fbi', 'look', 'comey', 'obama']","Report: FISA court approved FBI's @Twitter, Look ≡ƒæÇ at Comey, Obama.","['look', 'obama']",1.0,"['fisa', 'comey', 'obama']","[('report', 'b'), ('fisa court', 'b'), ('fbi', 'g'), ('look', 'a'), ('comey', 'g'), ('obama', 'a')]",False,9.0,7,0.008177570093457943,2.0,nan,,0.3333333333333333,856.0,"['fbi', 'comey']",FISA::*1*||FBI's::*4*||Look::*6*||Comey::*9*||Obama::*10*||,0.4375,0,3.0,1.0,357,MorvantCheryl
1,['msm'],WAKE UP MSM.,['msm'],0.0,['msm'],"[('msm', 'a')]",False,9.0,7,0.008177570093457943,1.0,nan,,0.0,856.0,[],nan,0.4375,4,1.0,0.0,377,bonecho5
2,['carter page fisa'],This week: Carter Page FISA warrant,['carter page fisa'],1.0,"['carter page', 'fisa']","[('carter page fisa', 'a')]",False,8.0,8,0.010282776349614395,2.0,nan,,0.0,778.0,[],Carter Page FISA::*2*3*4*||,0.5,3,2.0,0.0,449,sicsemp4ever
3,"['james comey', 'carter page fisa']",James Comey should resign at @FBI unless he was lied to about Carter Page FISA warrant.,['carter page fisa'],1.0,"['james comey', 'carter page', 'fisa']","[('james comey', 'g'), ('carter page fisa', 'a')]",False,7.0,9,0.01300578034682081,2.0,nypost,,0.3333333333333333,692.0,['james comey'],James Comey::*0*1*||Carter Page FISA::*12*13*14*||,0.5625,0,3.0,1.0,452,SteveWCarlson
4,"['msm', 'carter page', 'moscow', 'gop']",Where was the MSM when Carter Page was jetting off to Moscow for marching orders a week before the GOP convention?,['msm'],0.0,"['msm', 'carter page', 'moscow', 'gop']","[('msm', 'a'), ('carter page', 'g'), ('moscow', 'g'), ('gop', 'g')]",False,7.0,9,0.01300578034682081,1.0,nan,,3.0,692.0,"['carter page', 'moscow', 'gop']",MSM::*3*||Carter Page::*5*6*||Moscow::*11*||GOP::*19*||,0.5625,0,4.0,3.0,457,Picassokat
